a;70.005
a;10159.407500000001
a;6791.655
a capella;0.05500000000000001
a cappella;0.05500000000000001
a contrario;0.135
a fortiori;0.46
a giorno;0.135
a jeun;1.3699999999999999
a l'instar;0.13
a posteriori;0.1
a priori;2.0225
a priori;0.43999999999999995
aa;0.005
ab absurdo;0.035
ab initio;0.04
ab ovo;0.135
abaca;0.005
abaissa;6.4025
abaissai;5.785
abaissaient;5.845
abaissait;6.3725
abaissant;0.1525
abaissant;6.37
abaissante;0.08
abaisse;0.01
abaisse;6.925
abaisse-langue;0.09000000000000001
abaissement;1.235
abaissent;5.9925
abaisser;6.7425
abaissera;5.8075
abaisserai;5.785
abaisseraient;5.7625
abaisserais;5.7749999999999995
abaisserait;5.797499999999999
abaisses;5.8
abaissez;5.8925
abaissons;5.7475
abaissèrent;5.845
abaissé;6.265
abaissé;0.26
abaissée;5.8525
abaissée;0.2525
abaissées;5.745
abaissées;0.275
abaissés;5.835
abaissés;0.22250000000000003
abalone;0.0225
abalones;0.037500000000000006
abandon;15.5425
abandonna;62.207499999999996
abandonnai;60.4375
abandonnaient;60.235
abandonnais;60.29
abandonnait;62.455
abandonnant;62.6
abandonnas;59.864999999999995
abandonne;69.72500000000001
abandonnent;61.099999999999994
abandonner;73.8475
abandonnera;60.4125
abandonnerai;60.529999999999994
abandonneraient;59.87
abandonnerais;60.13
abandonnerait;60.107499999999995
abandonneras;59.955
abandonnerez;59.864999999999995
abandonneriez;59.93749999999999
abandonnerions;59.832499999999996
abandonnerons;59.96249999999999
abandonneront;60.0
abandonnes;60.897499999999994
abandonneurs;0.035
abandonnez;61.48
abandonniez;59.89999999999999
abandonnions;59.98
abandonnique;0.035
abandonnons;60.265
abandonnâmes;59.8975
abandonnât;59.915
abandonnèrent;60.224999999999994
abandonné;71.45
abandonné;11.2375
abandonnée;64.08
abandonnée;10.959999999999999
abandonnées;60.8225
abandonnées;9.017499999999998
abandonnés;61.95
abandonnés;9.61
abandons;8.607500000000002
abaque;0.035
abasourdi;1.3275000000000001
abasourdi;1.4900000000000002
abasourdie;0.93
abasourdie;1.0450000000000002
abasourdir;0.9175000000000001
abasourdis;0.7825
abasourdis;0.9475000000000001
abasourdissant;0.0225
abasourdissants;0.037500000000000006
abat;0.4975
abat;25.29
abat-jour;4.375
abat-son;0.135
abatage;0.035
abatis;0.44
abats;0.7475
abats;24.102500000000003
abattage;0.9275
abattages;0.5225000000000001
abattaient;24.125
abattais;23.592499999999998
abattait;24.4875
abattant;0.3175
abattant;24.0875
abattants;0.19
abatte;23.8175
abattement;1.3375
abattements;0.775
abattent;24.2
abattes;23.5475
abatteur;0.1875
abatteurs;0.12000000000000001
abattez;24.072499999999998
abattiez;23.535
abattions;23.537499999999998
abattirent;23.765
abattis;0.6100000000000001
abattis;23.5875
abattit;24.872500000000002
abattoir;3.2125
abattoirs;2.6500000000000004
abattons;23.6025
abattra;24.05
abattrai;23.6175
abattraient;23.544999999999998
abattrais;23.562499999999996
abattrait;23.779999999999998
abattras;23.5275
abattre;30.707499999999996
abattrez;23.585
abattriez;23.525
abattrons;23.5475
abattront;23.6225
abattu;28.247500000000002
abattu;3.8
abattu;0.8374999999999999
abattue;24.675
abattue;2.8325
abattues;23.697499999999998
abattues;2.5799999999999996
abattures;0.07
abattus;24.7325
abattus;2.7875
abattus;0.625
abbatial;0.22
abbatiale;0.22
abbatiale;0.07
abbatiales;0.16999999999999998
abbaye;3.6725
abbayes;2.1175
abbesse;9.659999999999998
abbesses;9.645
abbé;18.36
abbés;9.8025
abc;0.02
abcès;2.55
abdication;0.97
abdications;0.5375
abdiqua;0.8600000000000001
abdiquai;0.8275
abdiquaient;0.8275
abdiquais;0.8450000000000001
abdiquait;0.8600000000000001
abdiquant;0.8275
abdique;0.9700000000000001
abdiquer;0.9325000000000001
abdiquera;0.83
abdiquerais;0.8275
abdiquerait;0.8275
abdiquez;0.8175
abdiqué;1.075
abdiquée;0.8275
abdomen;2.155
abdominal;0.95
abdominale;1.3025
abdominales;1.0
abdominaux;0.875
abdominaux;0.385
abdos;0.43
abducteur;0.005
abduction;0.025
abeille;6.42
abeilles;7.8125
aber;0.125
aberrant;1.25
aberrant;0.1
aberrante;0.9974999999999999
aberrantes;0.97
aberrants;0.9575
aberration;2.455
aberrations;1.7600000000000002
abhorrais;0.42500000000000004
abhorrait;0.5775
abhorrant;0.42500000000000004
abhorre;0.455
abhorrer;0.44000000000000006
abhorrez;0.41250000000000003
abhorré;0.47500000000000003
abhorré;0.12000000000000001
abhorrée;0.42250000000000004
abhorrée;0.09000000000000001
abhorrés;0.42250000000000004
abject;2.3
abjecte;2.0725
abjectement;0.085
abjectes;1.5899999999999999
abjection;1.335
abjections;0.7725
abjects;1.6749999999999998
abjurant;0.7375
abjuration;0.21999999999999997
abjurations;0.135
abjure;0.93
abjurer;0.9275000000000001
abjurez;0.8025
abjurons;0.72
abjuré;0.805
abkhaze;0.035
ablatif;0.07
ablation;0.8775
ablations;0.47500000000000003
able;0.41000000000000003
ablette;0.37499999999999994
ablettes;0.4425
ablution;0.545
ablutions;0.98
abnégation;2.245
aboi;1.31
aboie;6.0475
aboiement;2.635
aboiements;3.1675
aboient;5.1499999999999995
aboiera;4.865
aboierait;4.8325000000000005
aboieront;4.8325000000000005
aboies;4.9175
abois;1.9600000000000002
aboli;0.9875
aboli;3.73
abolie;0.83
abolie;3.25
abolies;0.73
abolies;3.2125
abolir;4.1125
abolira;3.1875
abolirait;3.1175
aboliras;3.1025
abolis;0.765
abolis;3.2375000000000003
abolissaient;3.2025
abolissais;3.1175
abolissait;3.285
abolissant;3.2975000000000003
abolissent;3.1350000000000002
abolissions;3.1175
abolissons;3.105
abolit;3.4924999999999997
abolition;0.97
abolitionniste;0.0325
abolitionniste;0.07750000000000001
abolitionnistes;0.0425
abolitionnistes;0.10250000000000001
abominable;7.595000000000001
abominablement;0.34500000000000003
abominables;4.865
abominaient;0.15250000000000002
abomination;2.6875
abominations;2.1625
abomine;0.2375
abominer;0.15250000000000002
abonda;1.4975
abondai;1.4475
abondaient;1.815
abondais;1.4674999999999998
abondait;1.5524999999999998
abondamment;2.6149999999999998
abondance;6.075
abondant;2.475
abondant;1.4525
abondante;3.1825
abondantes;2.4850000000000003
abondants;2.3475
abondassent;1.4475
abonde;1.7025000000000001
abondent;1.7049999999999998
abonder;1.59
abondé;1.4825
abonnai;0.815
abonnant;0.7999999999999999
abonne;0.86
abonnement;2.8400000000000003
abonnements;1.9900000000000002
abonner;0.9
abonnez;0.8224999999999999
abonnât;0.815
abonné;1.0925
abonné;0.1925
abonné;0.9349999999999999
abonnée;1.005
abonnée;0.12
abonnée;0.8200000000000001
abonnées;0.7999999999999999
abonnées;0.8300000000000001
abonnés;0.8725
abonnés;0.1575
abonnés;1.2925
abord;7.365
aborda;12.47
abordable;0.3025
abordables;0.19999999999999998
abordage;1.325
abordages;0.7074999999999999
abordai;11.585
abordaient;11.760000000000002
abordais;11.5675
abordait;12.175
abordant;11.795000000000002
aborde;12.4625
abordent;11.590000000000002
aborder;16.0725
abordera;11.567500000000003
aborderai;11.4875
aborderaient;11.450000000000001
aborderais;11.455000000000002
aborderait;11.472500000000002
aborderiez;11.435
aborderions;11.467500000000001
aborderons;11.472500000000002
aborderont;11.477500000000001
abordes;11.540000000000001
abordez;11.620000000000001
abordiez;11.455000000000002
abordions;11.527500000000002
abordons;11.715
abords;8.59
abordâmes;11.500000000000002
abordèrent;11.605
abordé;12.515
abordé;0.13
abordée;11.652500000000002
abordées;11.495000000000001
abordées;0.105
abordés;11.6
abordés;0.1175
aborigène;0.085
aborigène;0.2375
aborigènes;0.09500000000000001
aborigènes;0.3175
abornement;0.035
abortif;0.0975
abortive;0.1325
abortives;0.15000000000000002
abouchaient;0.22000000000000003
abouchais;0.22000000000000003
abouchait;0.22000000000000003
abouchant;0.22000000000000003
abouchements;0.035
aboucher;0.28750000000000003
abouché;0.22000000000000003
abouchée;0.22000000000000003
abouchés;0.22000000000000003
aboule;1.045
abouler;0.665
aboules;0.605
aboulez;0.7000000000000001
aboulie;0.07
aboulique;0.035
abouliques;0.07
abounas;0.035
about;3.2050000000000005
aboutait;0.052500000000000005
abouti;0.1225
abouti;8.807500000000001
aboutie;0.105
aboutie;7.797499999999999
aboutir;10.572500000000002
aboutira;7.9624999999999995
aboutirai;7.805
aboutiraient;7.825
aboutirais;7.8225
aboutirait;7.9525
